locationname,marketname,city,countrycode,address,zip,state,latitude,longitude,operator,status,timezone,url,open_day,open_month,open_year,other_date,playground,drivethru,format,in_mall
Gardendale,"Birmingham (Anniston and Tuscaloosa), AL",Gardendale,US,385 Fieldstown Rd,35071,AL,33.6513395,-86.8156696,"Holmes, Thomas (Mike)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/gardendale?utm_source=yext&utm_medium=link,1.0,4.0,2004.0,2004-04-01,interior,True,Stand Alone,False
McCalla,"Birmingham (Anniston and Tuscaloosa), AL",Bessemer,US,6000 Harris Ln,35022,AL,33.33328,-86.99407,"Schubert, Brian (Brian)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/mccalla?utm_source=yext&utm_medium=link,6.0,11.0,2008.0,2008-11-06,interior,True,Stand Alone,False
Calera,"Birmingham (Anniston and Tuscaloosa), AL",Calera,US,64 Highway 304,35040,AL,33.1464167,-86.7477217,"Johnson, Bradley (Brad)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/calera?utm_source=yext&utm_medium=link,29.0,6.0,2017.0,2017-06-29,interior,True,Stand Alone,False
Pell City,"Birmingham (Anniston and Tuscaloosa), AL",Pell City,US,1653 Martin St N,35125,AL,33.611455,-86.281514,"Jennings, Brian (Brian)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/pell-city?utm_source=yext&utm_medium=link,10.0,11.0,2011.0,2011-11-10,interior,True,Stand Alone,False
Sylacauga [AL],"Birmingham (Anniston and Tuscaloosa), AL",Sylacauga,US,75 MCS Blvd,35150,AL,33.172319,-86.282524,"Harris, Micah (Micah)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/sylacauga-al?utm_source=yext&utm_medium=link,3.0,5.0,2018.0,2018-05-03,interior,True,Stand Alone,False
Jasper,"Birmingham (Anniston and Tuscaloosa), AL",Jasper,US,1812 Highway 78 E,35501,AL,33.845414,-87.252575,"Grace, Mary (Ruth)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/jasper?utm_source=yext&utm_medium=link,29.0,7.0,2004.0,2004-07-29,interior,True,Stand Alone,False
RELO - Tuscaloosa,"Birmingham (Anniston and Tuscaloosa), AL",Tuscaloosa,US,2015 McFarland Blvd E,35404,AL,33.191542,-87.5251,"Boulware, William (William)",FUTURE,America/Chicago,https://www.chick-fil-a.com/locations/al/relo-tuscaloosa?utm_source=yext&utm_medium=link,,,,2024-03-07,none,False,Stand Alone,
Tuscaloosa Drive-Thru Only,"Birmingham (Anniston and Tuscaloosa), AL",Tuscaloosa,US,2014 McFarland Blvd E,35404,AL,33.1914467,-87.5267989,William Boulware,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/tuscaloosa-drive-thru-only?utm_source=yext&utm_medium=link,9.0,12.0,1993.0,1993-12-09,none,True,Stand Alone,False
Oxford Mall,"Birmingham (Anniston and Tuscaloosa), AL",Oxford,US,700 Quintard Dr Ste FC8,36203,AL,33.6135109,-85.8235423,Wade Bence,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/oxford-mall?utm_source=yext&utm_medium=link,20.0,11.0,1985.0,1985-11-20,none,True,Food Court,True
Cullman,"Birmingham (Anniston and Tuscaloosa), AL",Cullman,US,1830 Cherokee Ave SW,35055,AL,34.1534511,-86.8402653,"Earnest, John (Randy)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/cullman?utm_source=yext&utm_medium=link,7.0,8.0,2003.0,2003-08-07,interior,True,Stand Alone,False
University of Alabama-Lloyd Hall,"Birmingham (Anniston and Tuscaloosa), AL",Tuscaloosa,US,503 6th Ave,35404,AL,33.21180453238454,-87.54417981119585,"Gill, Susan (Ashley)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/university-of-alabama-lloyd-hall?utm_source=yext&utm_medium=link,9.0,8.0,2010.0,,none,False,,False
University of Alabama,"Birmingham (Anniston and Tuscaloosa), AL",Tuscaloosa,US,Bama Dining Services,35487,AL,33.2147642,-87.5454827,"Gill, Susan (Ashley)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/university-of-alabama?utm_source=yext&utm_medium=link,18.0,8.0,1995.0,1995-08-23,none,False,,False
Northport,"Birmingham (Anniston and Tuscaloosa), AL",Northport,US,1620 McFarland Blvd,35476,AL,33.2385006,-87.5729001,Ashley Gill,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/northport?utm_source=yext&utm_medium=link,23.0,7.0,2009.0,2009-07-23,none,True,Stand Alone,False
Tuscaloosa South,"Birmingham (Anniston and Tuscaloosa), AL",Tuscaloosa,US,4900 Old Greensboro Rd,35405,AL,33.16429,-87.547965,William Boulware,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/tuscaloosa-south?utm_source=yext&utm_medium=link,20.0,6.0,2013.0,2013-06-20,none,True,Stand Alone,False
Oxford,"Birmingham (Anniston and Tuscaloosa), AL",Oxford,US,201 Oxford Exchange Blvd,36203,AL,33.6094076,-85.7854106,"Bence, Gregory (Wade)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/oxford?utm_source=yext&utm_medium=link,15.0,7.0,2021.0,2021-07-15,interior,True,Stand Alone,False
Gadsden (AL),"Birmingham (Anniston and Tuscaloosa), AL",Gadsden,US,1008 S 4th St,35901,AL,33.9991329,-86.0055927,David Wilson,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/gadsden-al?utm_source=yext&utm_medium=link,21.0,7.0,2005.0,2005-07-21,none,True,Stand Alone,False
Jacksonville [AL],"Birmingham (Anniston and Tuscaloosa), AL",Jacksonville,US,500 Pelham Rd S,36265,AL,33.8108597,-85.7610585,Jason Soriano,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/jacksonville-al?utm_source=yext&utm_medium=link,8.0,8.0,2019.0,2019-08-08,interior,True,Stand Alone,False
Jacksonville State University,"Birmingham (Anniston and Tuscaloosa), AL",Jacksonville,US,700 Pelham Rd N,36265,AL,33.8233219,-85.7635339,"Soriano, Jason (Jason)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/jacksonville-state-university?utm_source=yext&utm_medium=link,28.0,10.0,1998.0,1998-10-28,none,False,,False
Guntersville,"Huntsville-Decatur (Florence), AL",Guntersville,US,11488 US Highway 431,35976,AL,34.3024591,-86.2780446,"Moore, W. (Bob)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/guntersville?utm_source=yext&utm_medium=link,7.0,9.0,2006.0,2006-09-07,none,True,Stand Alone,False
North Prattville,"Montgomery-Selma, AL",Prattville,US,2021 Fairview Ave,36066,AL,32.484382,-86.4137604,Daniel Grier,OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/north-prattville?utm_source=yext&utm_medium=link,22.0,9.0,2022.0,2022-09-22,interior,True,Stand Alone,
Prattville,"Montgomery-Selma, AL",Prattville,US,1967 Cobbs Ford Rd,36066,AL,32.46023,-86.41257,"Grier, Daniel (Daniel)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/prattville?utm_source=yext&utm_medium=link,2.0,12.0,1999.0,1999-12-02,none,True,Stand Alone,False
RSA Regions Tower,"Montgomery-Selma, AL",Montgomery,US,201 Monroe St,36104,AL,32.3793054,-86.3056767,Gary Soriano,TEMPORARY_CLOSE,America/Chicago,https://www.chick-fil-a.com/locations/al/rsa-regions-tower?utm_source=yext&utm_medium=link,3.0,11.0,2010.0,2010-11-03,none,False,Food Court,False
Alabama State University,"Montgomery-Selma, AL",Montgomery,US,1055 Tullibody Dr,36104,AL,32.3631566,-86.2951423,"Grier, Daniel (Daniel)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/alabama-state-university?utm_source=yext&utm_medium=link,5.0,4.0,2018.0,2018-04-15,none,False,,False
Ann Street,"Montgomery-Selma, AL",Montgomery,US,915 Ann St,36107,AL,32.36887,-86.27045,"Rogers, Stuart (Stuart)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/ann-street?utm_source=yext&utm_medium=link,14.0,12.0,2006.0,2006-12-14,interior,True,Stand Alone,False
Montgomery-Promenade,"Montgomery-Selma, AL",Montgomery,US,2520 Eastern Blvd,36117,AL,32.348122,-86.222704,"Eike, Robert (Robert)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/al/montgomery-promenade?utm_source=yext&utm_medium=link,6.0,7.0,2023.0,2023-07-06,none,True,Stand Alone,
Ennis,"Dallas-Ft. Worth, TX",Ennis,US,390 N Interstate Highway 45,75119,TX,32.3365973,-96.6159591,"Ragsdale, Joshua (Josh)",OPEN,America/Chicago,https://www.chick-fil-a.com/locations/tx/ennis?utm_source=yext&utm_medium=link,7.0,11.0,2019.0,2019-11-07,interior,True,Stand Alone,False
Mercer University,"Macon, GA",Macon,US,1400 Coleman Ave,31207,GA,32.8293929,-83.6514826,"Franklin, Steven (Steven)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ga/mercer-university?utm_source=yext&utm_medium=link,25.0,9.0,1996.0,1996-09-25,none,False,,False
Kalispell,"Missoula, MT",Kalispell,US,35 Treeline Rd,59901,MT,48.2382005,-114.3312443,"Meadows, Casey (Casey)",OPEN,America/Denver,https://www.chick-fil-a.com/locations/mt/kalispell?utm_source=yext&utm_medium=link,17.0,11.0,2016.0,2016-11-17,interior,True,Stand Alone,False
Montana State University - Strand Union Building,"Butte-Bozeman, MT",Bozeman,US,751 W Grant Street,59715,MT,45.6661707,-111.0479018,,FUTURE,America/Denver,https://www.chick-fil-a.com/locations/mt/montana-state-university-strand-union-building?utm_source=yext&utm_medium=link,,,,2024-04-04,none,False,Food Court,
West Fayetteville,"Raleigh-Durham (Fayetteville), NC",Fayetteville,US,7620 S Raeford Rd,28304,NC,35.0270529,-79.0506175,Colby Burnette,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/west-fayetteville?utm_source=yext&utm_medium=link,14.0,1.0,2021.0,2021-01-14,interior,True,Stand Alone,False
Skibo Square,"Raleigh-Durham (Fayetteville), NC",Fayetteville,US,1921 Skibo Rd,28314,NC,35.0668829,-78.9663457,"Hopper, Cody (Cody)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/skibo-square?utm_source=yext&utm_medium=link,29.0,6.0,1994.0,1994-06-29,interior,True,Stand Alone,False
Cross Creek Mall (NC),"Raleigh-Durham (Fayetteville), NC",Fayetteville,US,419 Cross Creek Mall,28303,NC,35.0722809,-78.9603419,"Isaac, Nicholas (Nick)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/cross-creek-mall-nc?utm_source=yext&utm_medium=link,14.0,2.0,1975.0,1975-02-14,none,False,Food Court,True
Cape Fear Valley Medical Center,"Raleigh-Durham (Fayetteville), NC",Fayetteville,US,3305 Melrose Rd,28304,NC,35.033357,-78.933023,Katelyn Downey,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/cape-fear-valley-medical-center?utm_source=yext&utm_medium=link,16.0,11.0,2023.0,2023-11-16,none,False,,
Raeford Road,"Raleigh-Durham (Fayetteville), NC",Fayetteville,US,2727 Raeford Rd,28303,NC,35.0450003,-78.9237973,Zach Ayers,TEMPORARY_CLOSE,America/New_York,https://www.chick-fil-a.com/locations/nc/raeford-road?utm_source=yext&utm_medium=link,26.0,6.0,2014.0,2014-06-26,interior,True,Stand Alone,False
Hope Mills,"Raleigh-Durham (Fayetteville), NC",Hope Mills,US,3101 N Main St,28348,NC,34.98101,-78.9612,"Choice, Tiffany (Tiffany)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/hope-mills?utm_source=yext&utm_medium=link,30.0,4.0,2020.0,2020-04-30,interior,True,Stand Alone,False
Southern Pines,"Raleigh-Durham (Fayetteville), NC",Aberdeen,US,265 Turner St,28315,NC,35.159681,-79.420722,"Corbett, Eric (Eric)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/southern-pines?utm_source=yext&utm_medium=link,6.0,4.0,2023.0,2023-04-06,none,True,Stand Alone,
University of NC - Pembroke,"Myrtle Beach-Florence, SC",Pembroke,US,355 N Odum Street,28372,NC,34.688323,-79.200303,"Morse, Mark (Mark)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/university-of-nc-pembroke?utm_source=yext&utm_medium=link,19.0,1.0,2017.0,2017-02-01,none,False,,False
Jackson Court,"Myrtle Beach-Florence, SC",Lumberton,US,230 Jackson Ct,28358,NC,34.66654633,-79.00638633,"Morse, Mark (Mark)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/jackson-court?utm_source=yext&utm_medium=link,23.0,8.0,2012.0,2012-08-23,interior,True,Stand Alone,False
Roberts Avenue,"Myrtle Beach-Florence, SC",Lumberton,US,3400 N Elm St,28358,NC,34.6404617,-79.0074033,"Morse, Mark (Mark)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/roberts-avenue?utm_source=yext&utm_medium=link,12.0,10.0,2023.0,2023-10-12,none,True,Stand Alone,
Laurinburg [NC],"Myrtle Beach-Florence, SC",Laurinburg,US,914 S 401 Bypass Hwy,28352,NC,34.7610931,-79.4810962,"Meservy, Michael (Michael)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/laurinburg-nc?utm_source=yext&utm_medium=link,5.0,12.0,2019.0,2019-12-05,interior,True,Stand Alone,False
Beechwood,"Atlanta, GA",Athens,US,196 Alps Rd,30606,GA,33.94576,-83.41045,"Todd, Shane (Shane)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ga/beechwood?utm_source=yext&utm_medium=link,24.0,9.0,1992.0,2007-06-21,interior,True,Stand Alone,False
Epps Bridge,"Atlanta, GA",Athens,US,1870 Epps Bridge Pkwy,30606,GA,33.917,-83.44289,"Collette, John (John)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/ga/epps-bridge?utm_source=yext&utm_medium=link,8.0,3.0,2007.0,2007-03-08,interior,True,Stand Alone,False
Athens/Atlanta Highway,"Atlanta, GA",Athens,US,3637 Atlanta Hwy,30606,GA,33.9385619,-83.4563166,Alex Clark,OPEN,America/New_York,https://www.chick-fil-a.com/locations/ga/athens-atlanta-highway?utm_source=yext&utm_medium=link,29.0,11.0,2001.0,2001-11-29,interior,True,Stand Alone,False
Toronto Eaton Centre,International,Toronto,CA,1 Dundas St W,M5G 1Z3,ON,43.6558552,-79.3817835,"Chaudhry, Talal (Talal)",OPEN,America/Toronto,https://www.chick-fil-a.ca/locations/on/toronto-eaton-centre?utm_source=yext&utm_medium=link,25.0,5.0,2023.0,2023-05-25,none,True,Food Court,
Queen Street West In-Line,International,Toronto,CA,336 Queen St W,M5V 2A2,ON,43.649373,-79.395121,"Azevedo, Keisse (Keisse)",OPEN,America/Toronto,https://www.chick-fil-a.ca/locations/on/queen-street-west-in-line?utm_source=yext&utm_medium=link,11.0,2.0,2022.0,2022-02-11,none,False,In-Line,
Yonge & Bloor In-Line,International,Toronto,CA,709 Yonge St,M4Y 2B6,ON,43.66954,-79.3861,Wilson Yang,OPEN,America/Toronto,https://www.chick-fil-a.ca/locations/on/yonge-bloor-in-line?utm_source=yext&utm_medium=link,6.0,9.0,2019.0,2019-09-06,none,False,In-Line,False
Shops at Don Mills In-Line,International,North York,CA,1066 Don Mills Rd,M3C 0H8,ON,43.734817,-79.343873,"Harrison, Charles (Austin)",OPEN,America/Toronto,https://www.chick-fil-a.ca/locations/on/shops-at-don-mills-in-line?utm_source=yext&utm_medium=link,6.0,7.0,2023.0,2023-07-06,none,False,In-Line,
Scarborough Town Centre,International,Scarborough,CA,300 Borough Dr,M1P 4P5,ON,43.7750821,-79.2572892,"Funes, Jazmine (Jazmine)",OPEN,America/Toronto,https://www.chick-fil-a.ca/locations/on/scarborough-town-centre?utm_source=yext&utm_medium=link,19.0,8.0,2021.0,2021-08-19,none,False,Food Court,
Square One Shopping Centre,International,Mississauga,CA,100 City Centre Dr,L5B 2C9,ON,43.5931493,-79.6420957,Mufuti Sanusi,OPEN,America/Toronto,https://www.chick-fil-a.ca/locations/on/square-one-shopping-centre?utm_source=yext&utm_medium=link,10.0,8.0,2023.0,2023-08-10,none,False,Food Court,True
Yorkdale Shopping Centre,International,North York,CA,3401 Dufferin Street,M6A 2T9,ON,43.7258227,-79.4517339,"Harrison, Charles (Austin)",OPEN,America/Toronto,https://www.chick-fil-a.ca/locations/on/yorkdale-shopping-centre?utm_source=yext&utm_medium=link,7.0,1.0,2020.0,2020-01-07,none,False,Food Court,True
Rutherford Rd & Hwy 400,International,Concord,CA,D-3255 Rutherford Rd,L4K 5Y5,ON,43.827672,-79.539502,"Jones, Algernon (Al)",OPEN,America/Toronto,https://www.chick-fil-a.ca/locations/on/rutherford-rd-hwy-400?utm_source=yext&utm_medium=link,17.0,11.0,2022.0,2022-11-17,none,True,Stand Alone,
North Barrie,International,Barrie,CA,447 Bayfield Street,L4M 4Z9,ON,44.4114166,-79.7093293,"Nikkel, Lincoln (Lincoln)",OPEN,America/Toronto,https://www.chick-fil-a.ca/locations/on/north-barrie?utm_source=yext&utm_medium=link,9.0,3.0,2023.0,2023-03-09,none,True,Stand Alone,
Mayfaire,"Wilmington, NC",Wilmington,US,6891 Swan Mill Rd,28405,NC,34.23723,-77.82923,"Lynch, William (Billy)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/mayfaire?utm_source=yext&utm_medium=link,17.0,11.0,2005.0,2005-11-17,interior,True,Stand Alone,False
Market Street,"Wilmington, NC",Wilmington,US,5123 Market St,28405,NC,34.24506,-77.87913,"Salmon, John (Ben)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/market-street?utm_source=yext&utm_medium=link,28.0,10.0,1999.0,1999-10-28,interior,True,Stand Alone,False
University of NC-Wilmington,"Wilmington, NC",Wilmington,US,601 S College Rd,28403,NC,34.2278088,-77.8796391,"Perdue, Calvin (Mike)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/university-of-nc-wilmington?utm_source=yext&utm_medium=link,18.0,8.0,1993.0,1993-08-18,none,False,,False
Oleander,"Wilmington, NC",Wilmington,US,3389 Oleander Dr,28403,NC,34.21713,-77.90608,Mike Perdue,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/oleander?utm_source=yext&utm_medium=link,1.0,5.0,2003.0,2003-05-01,none,True,Stand Alone,False
Independence Mall,"Wilmington, NC",Wilmington,US,3500 Oleander Dr Ste Fc2,28403,NC,34.2143261,-77.9057423,Mike Perdue,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/independence-mall?utm_source=yext&utm_medium=link,1.0,8.0,1979.0,1979-08-01,none,False,Food Court,True
Monkey Junction,"Wilmington, NC",Wilmington,US,5106 S College Rd,28412,NC,34.1464136,-77.8930726,Harold Jarvis,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/monkey-junction?utm_source=yext&utm_medium=link,18.0,7.0,2002.0,2002-07-18,interior,True,Stand Alone,False
Leland Town Center,"Wilmington, NC",Leland,US,3571 Leland Town Center Drive,28451,NC,34.2143756,-78.020267,"Weibel, Veronica (Veronica)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/leland-town-center?utm_source=yext&utm_medium=link,5.0,12.0,2019.0,2019-12-05,interior,True,Stand Alone,False
Shallotte [NC],"Wilmington, NC",Shallotte,US,2900 Frontage Rd NW,28470,NC,33.9866644,-78.3636301,Chris Guthrie,OPEN,America/New_York,https://www.chick-fil-a.com/locations/nc/shallotte-nc?utm_source=yext&utm_medium=link,14.0,10.0,2021.0,2021-10-14,none,True,Stand Alone,False
North Myrtle Beach,"Myrtle Beach-Florence, SC",North Myrtle Beach,US,690 Highway 17 N,29582,SC,33.83347,-78.67261,Jeff Cash,OPEN,America/New_York,https://www.chick-fil-a.com/locations/sc/north-myrtle-beach?utm_source=yext&utm_medium=link,20.0,9.0,2001.0,2001-09-20,interior,True,Stand Alone,False
The Shops at Willow Lawn,"Richmond-Petersburg, VA",Richmond,US,1601 Willow Lawn Dr,23230,VA,37.5823844,-77.4972222,Blake Kell,OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/the-shops-at-willow-lawn?utm_source=yext&utm_medium=link,29.0,4.0,1987.0,1987-04-29,none,False,Food Court,True
Parham Road,"Richmond-Petersburg, VA",Richmond,US,1529 N Parham Rd,23229,VA,37.6047895,-77.5640988,"Fletcher, Bryan (Bryan)",TEMPORARY_CLOSE,America/New_York,https://www.chick-fil-a.com/locations/va/parham-road?utm_source=yext&utm_medium=link,5.0,8.0,2010.0,2010-08-05,none,True,Stand Alone,False
Mall at Chesterfield Towne Center,"Richmond-Petersburg, VA",North Chesterfield,US,11500 Midlothian Tpke Ste 478,23235,VA,37.5087819,-77.6090035,"Singh, Bir (Bir)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/mall-at-chesterfield-towne-center?utm_source=yext&utm_medium=link,29.0,6.0,1988.0,1988-06-29,none,False,Food Court,True
Chesterfield Plaza,"Richmond-Petersburg, VA",North Chesterfield,US,1590 Koger Center Blvd,23235,VA,37.5122349,-77.610789,"Umberger, Jason (Jason)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/chesterfield-plaza?utm_source=yext&utm_medium=link,31.0,5.0,2001.0,2001-05-31,interior,True,Stand Alone,False
Westchester Commons,"Richmond-Petersburg, VA",Midlothian,US,132 Schofield Dr,23113,VA,37.513034,-77.695662,"DeVriendt, Erik (Erik)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/westchester-commons?utm_source=yext&utm_medium=link,3.0,11.0,2011.0,2011-11-03,interior,True,Stand Alone,False
Winterpock,"Richmond-Petersburg, VA",Chesterfield,US,14101 Hull Street Rd,23832,VA,37.40366,-77.66834,Todd Mercer,OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/winterpock?utm_source=yext&utm_medium=link,10.0,4.0,2014.0,2014-04-10,interior,True,Stand Alone,False
Longwood University,"Richmond-Petersburg, VA",Farmville,US,156 S South St,23901,VA,37.2994118,-78.3923658,"Umberger, Jason (Jason)",OPEN,America/New_York,https://www.chick-fil-a.com/locations/va/longwood-university?utm_source=yext&utm_medium=link,13.0,1.0,1998.0,,none,False,,False
